participant_id,viewtime,test_qid,timetaken,answer,stanford_label,stanford_label_idx,stanford_sampleid,image_filename
24,100,97,4259,Yorkshire_terrier,Yorkshire_terrier,36,6658,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_800.jpg
25,1000,97,9281,Yorkshire_terrier,Yorkshire_terrier,36,6658,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_800.jpg
26,1000,97,3210,Yorkshire_terrier,Yorkshire_terrier,36,6658,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_800.jpg
27,1000,97,3382,Yorkshire_terrier,Yorkshire_terrier,36,6658,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_800.jpg
28,1000,97,4719,Yorkshire_terrier,Yorkshire_terrier,36,6658,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_800.jpg
29,100,97,2974,Yorkshire_terrier,Yorkshire_terrier,36,6658,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_800.jpg
0,100,98,3768,Staffordshire_bullterrier,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
1,2500,98,5228,Yorkshire_terrier,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
2,1000,98,3776,cairn,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
3,2500,98,4979,cairn,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
4,2500,98,6342,Yorkshire_terrier,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
5,1000,98,3218,Yorkshire_terrier,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
6,100,98,3167,German_shepherd,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
7,1000,98,4059,cairn,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
8,100,98,3495,Yorkshire_terrier,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
9,2500,98,5504,cairn,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
10,1000,98,3150,cairn,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
11,2500,98,10254,Yorkshire_terrier,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
12,100,98,3246,cairn,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
13,2500,98,7061,cairn,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
14,1000,98,21863,Yorkshire_terrier,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
15,100,98,7492,Yorkshire_terrier,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
16,2500,98,5097,Yorkshire_terrier,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
17,2500,98,4386,cairn,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
18,2500,98,5189,Yorkshire_terrier,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
19,1000,98,5723,cairn,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
20,2500,98,6544,cairn,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
21,100,98,3927,Yorkshire_terrier,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
22,100,98,3279,Yorkshire_terrier,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
23,100,98,3157,Yorkshire_terrier,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
24,100,98,2843,cairn,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
25,1000,98,14646,cairn,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
26,1000,98,3744,Yorkshire_terrier,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
27,1000,98,6219,cairn,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
28,1000,98,4509,Yorkshire_terrier,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
29,100,98,10412,cairn,cairn,41,7565,../StanfordDogs_Dataset/n02096177-cairn/n02096177_4734.jpg
0,100,99,3087,Staffordshire_bullterrier,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
1,2500,99,5402,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
2,1000,99,4152,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
3,2500,99,5570,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
4,2500,99,11718,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
5,1000,99,3008,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
6,100,99,2888,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
7,1000,99,3803,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
8,100,99,3095,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
9,2500,99,5318,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
10,1000,99,2993,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
11,2500,99,5543,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
12,100,99,3062,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
13,2500,99,5867,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
14,1000,99,4873,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
15,100,99,2918,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
16,2500,99,5098,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
17,2500,99,4600,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
18,2500,99,4543,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
19,1000,99,2794,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
20,2500,99,5765,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
21,100,99,2996,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
22,100,99,2818,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
23,100,99,3292,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
24,100,99,3387,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
25,1000,99,4735,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
26,1000,99,3098,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
27,1000,99,3253,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
28,1000,99,3776,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
29,100,99,3049,golden_retriever,golden_retriever,56,10050,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_286.jpg
0,100,100,3055,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
1,2500,100,5113,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
2,1000,100,3432,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
3,2500,100,5823,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
4,2500,100,5588,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
5,1000,100,3160,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
6,100,100,3127,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
7,1000,100,2870,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
8,100,100,3025,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
9,2500,100,5458,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
10,1000,100,3550,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
11,2500,100,5799,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
12,100,100,3080,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
13,2500,100,5581,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
14,1000,100,4839,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
15,100,100,2976,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
16,2500,100,6677,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
17,2500,100,5401,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
18,2500,100,4875,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
19,1000,100,3000,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
20,2500,100,6764,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
21,100,100,3064,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
22,100,100,2986,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
23,100,100,2785,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
24,100,100,2979,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
25,1000,100,4565,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
26,1000,100,3667,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
27,1000,100,3373,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
28,1000,100,3622,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
29,100,100,3556,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5205,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_3762.jpg
0,100,101,2938,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
1,2500,101,5146,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
2,1000,101,2984,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
3,2500,101,6001,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
4,2500,101,4978,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
5,1000,101,3034,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
6,100,101,3048,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
7,1000,101,3877,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
8,100,101,2419,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
9,2500,101,4939,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
10,1000,101,3054,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
11,2500,101,5391,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
12,100,101,2538,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
13,2500,101,6844,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
14,1000,101,4844,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
15,100,101,2647,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
16,2500,101,6334,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
17,2500,101,5043,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
18,2500,101,4465,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
19,1000,101,3244,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
20,2500,101,5685,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
21,100,101,3015,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
22,100,101,7384,cairn,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
23,100,101,4770,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
24,100,101,2683,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
25,1000,101,4186,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
26,1000,101,3273,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
27,1000,101,3878,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
28,1000,101,3493,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
29,100,101,3168,miniature_poodle,miniature_poodle,114,19653,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1448.jpg
0,100,102,5032,basenji,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
1,2500,102,4764,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
2,1000,102,2897,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
3,2500,102,4549,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
4,2500,102,5066,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
5,1000,102,3199,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
6,100,102,2919,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
7,1000,102,2828,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
8,100,102,2773,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
9,2500,102,6554,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
10,1000,102,3531,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
11,2500,102,5230,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
12,100,102,2777,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
13,2500,102,6321,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
14,1000,102,4968,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
15,100,102,2531,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
16,2500,102,7286,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
17,2500,102,4731,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
18,2500,102,4520,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
19,1000,102,3525,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
20,2500,102,5839,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
21,100,102,2804,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
22,100,102,2909,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
23,100,102,2456,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
24,100,102,2668,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
25,1000,102,3730,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
26,1000,102,3212,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
27,1000,102,2931,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
28,1000,102,3265,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
29,100,102,3085,golden_retriever,golden_retriever,56,10126,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_704.jpg
0,100,103,2787,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
1,2500,103,4905,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
2,1000,103,3327,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
3,2500,103,4925,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
4,2500,103,5685,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
5,1000,103,3570,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
6,100,103,3336,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
7,1000,103,3083,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
8,100,103,2647,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
9,2500,103,5242,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
10,1000,103,3900,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
11,2500,103,5088,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
12,100,103,3046,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
13,2500,103,5937,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
14,1000,103,5011,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
15,100,103,2418,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
16,2500,103,5244,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
17,2500,103,5944,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
18,2500,103,4625,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
19,1000,103,3056,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
20,2500,103,5900,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
21,100,103,2839,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
22,100,103,2458,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
23,100,103,2634,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
24,100,103,2787,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
25,1000,103,4412,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
26,1000,103,3573,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
27,1000,103,3109,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
28,1000,103,3511,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
29,100,103,3063,golden_retriever,golden_retriever,56,10080,../StanfordDogs_Dataset/n02099601-golden_retriever/n02099601_447.jpg
0,100,104,3575,miniature_poodle,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
1,2500,104,5710,cairn,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
2,1000,104,4367,cairn,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
3,2500,104,5965,cairn,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
4,2500,104,11806,cairn,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
5,1000,104,3554,cairn,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
6,100,104,5484,Yorkshire_terrier,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
7,1000,104,3281,cairn,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
8,100,104,3749,miniature_poodle,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
9,2500,104,5566,cairn,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
10,1000,104,4624,cairn,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
11,2500,104,52775,Pekinese,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
12,100,104,4422,cairn,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
13,2500,104,10902,cairn,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
14,1000,104,10850,cairn,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
15,100,104,2496,cairn,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
16,2500,104,5925,cairn,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
17,2500,104,5189,miniature_poodle,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
18,2500,104,7765,cairn,cairn,41,7511,../StanfordDogs_Dataset/n02096177-cairn/n02096177_218.jpg
